index,Job Title,Lower Salary Expectations,Higher Salary Expectation,Rating,Company Name,Location,State,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Total Years
400,Senior Data Analyst,$110,$163,4.5,Novetta,Herndon, VA,"Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",11
401,Cloud Data Engineer (Azure),$110,$163,3.9,Navy Federal Credit Union,Merrifield, VA,"Vienna, VA",10000+ employees,1933,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,,90
402,"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",$110,$163,4,Exact Sciences Corporation,Madison, WI,"Madison, WI",1001 to 5000 employees,1995,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),,28
403,Sr. Data Analyst,$110,$163,3.6,Community Behavioral Health,Philadelphia, PA,"Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,29
404,Senior Scientist - Toxicologist - Product Integrity (Stewardship),$110,$163,3.3,Reynolds American,Winston-Salem, NC,"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),,148
405,Senior Machine Learning Engineer,$110,$163,5,LifeOmic,Raleigh, NC,"Indianapolis, IN",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,7
406,Product Data Scientist - Ads Data Science,$124,$198,4.1,Twitter,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest",17
407,Data Scientist,$124,$198,3.2,Postmates - Corporate HQ,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2011,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,"DoorDash, Uber, Grubhub",12
408,Data Scientist,$124,$198,4.9,"Visionist, Inc.",Columbia, MD,"Columbia, MD",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,13
409,Data Scientist,$124,$198,,Navio,San Mateo, CA,"Half Moon Bay, CA",Unknown,,Unknown,,,Unknown / Non-Applicable,,2023
410,Data Scientist,$124,$198,3.3,Concerto HealthAI,Boston, MA,"Boston, MA",201 to 500 employees,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,5
411,Data Scientist,$124,$198,,Evolvinc,Burbank, CA,"Los Angeles, CA",1 to 50 employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,18
412,Data Scientist,$124,$198,5,PROPRIUS,Sunnyvale, CA,"London, United Kingdom",1 to 50 employees,,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,2023
413,Data Scientist,$124,$198,3.4,TECHNOCRAFT Solutions,San Ramon, CA,"Hilliard, OH",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),,2023
414,Data Scientist,$124,$198,4.1,"Latitude, Inc.",Washington, DC,"Hanover, MD",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,2023
415,Data Scientist,$124,$198,5,Royce Geospatial,Springfield, VA,"Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),,9
416,Data Scientist,$124,$198,4.2,CyberCoders,Phoenix, AZ,"Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,24
417,Data Scientist,$124,$198,3.7,Booz Allen Hamilton Inc.,Oxnard, CA,"Mc Lean, VA",10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",109
418,Data Scientist,$124,$198,3.8,Burns & McDonnell,Kansas City, MO,"Kansas City, MO",5001 to 10000 employees,1898,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),"Bechtel Jacobs, Black & Veatch, HNTB",125
419,Data Scientist,$124,$198,4.8,InvenTech Info,Jersey City, NJ,"Bengaluru, India",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,13
420,Data Scientist,$124,$198,3.5,Robert Half,Manchester, NH,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",75
421,Analytics - Business Assurance Data Analyst,$124,$198,4.6,GreatAmerica Financial Services,Cedar Rapids, IA,"Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),,31
422,Data Scientist,$124,$198,4.5,Conflux Systems Inc.,Winters, TX,"Alpharetta, GA",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,2023
423,Data Scientist,$124,$198,3.9,Criteo,Ann Arbor, MI,"Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"MediaMath, Conversant, AppNexus",18
424,Data Scientist,$124,$198,3.4,Voice,Brooklyn, NY,,Unknown,,Company - Private,,,Unknown / Non-Applicable,,2023
425,Data Scientist,$124,$198,,Microagility,New York, NY,"Princeton, NJ",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,2023
426,Data Scientist,$124,$198,4.1,Coverent,McLean, VA,"McLean, VA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,15
427,Data Scientist,$79,$133,3.7,Via Transportation,New York, NY,"New York, NY",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,11
428,Senior Data Scientist,$79,$133,3.5,Benson Hill,Saint Louis, MO,"Saint Louis, MO",201 to 500 employees,2012,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),,11
429,Data Scientist,$79,$133,4.6,"Conch Technologies, Inc",Concord, CA,"Memphis, TN",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,2023
430,Data Scientist,$79,$133,,Falcon IT & Staffing Solutions,Fort Belvoir, VA,"Washington, DC",Unknown,,Company - Public,,,Unknown / Non-Applicable,,2023
431,Data Scientist,$79,$133,,"Rainmaker Resources, LLC",Cincinnati, OH,"Cincinnati, OH",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
432,Data Engineer,$79,$133,4.4,Rocket Lawyer,San Francisco, CA,"San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,15
433,Data Scientist,$79,$133,3.6,DataLab USA,Germantown, MD,"Germantown, MD",51 to 200 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Acxiom, Merkle, Epsilon (North Carolina)",2023
434,Data Scientist,$79,$133,3.1,Werner Enterprises Inc,Omaha, NE,"Omaha, NE",10000+ employees,1956,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),,67
435,Data Scientist,$79,$133,5,PeopleCom,McLean, VA,"Reston, VA",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,2023
436,Data Scientist - Machine Learning,$79,$133,5,VANTA Partners,Open Fork, VA,"Clifton Park, NY",1 to 50 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,5
437,Data Scientist,$79,$133,,B4Corp,Reston, VA,"Leesburg, VA",51 to 200 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,2023
438,Data Scientist,$79,$133,,"Blue Icy Water, LLC",United States,,"Livonia, MI",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
439,Data Scientist,$79,$133,3.5,"Farmer's Business Network, Inc.",San Carlos, CA,"San Carlos, CA",201 to 500 employees,2014,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,,9
440,Data Scientist,$79,$133,,Sonde Health,Boston, MA,"Boston, MA",1 to 50 employees,,Private Practice / Firm,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),,2023
441,Data Scientist,$79,$133,5,Maxiom,Ashburn, VA,"Ashburn, VA",1 to 50 employees,,Company - Public,,,Unknown / Non-Applicable,,2023
442,Data Scientist,$79,$133,2.7,Change Healthcare,Lombard, IL,"Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,,16
443,Data Scientist,$79,$133,4.1,DCS Corp,Hampton, VA,"Alexandria, VA",1001 to 5000 employees,1977,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),,46
444,Data Scientist,$79,$133,2.1,Hive (CA),San Francisco, CA,"Los Angeles, CA",Unknown,2019,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,,4
445,Machine Learning Engineer/Scientist,$79,$133,4.8,Jane Street,New York, NY,"New York, NY",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,,23
446,Data Scientist - Intermediate,$69,$116,4.5,Envision LLC,Saint Louis, MO,"Saint Louis, MO",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,29
447,Principal Data Scientist,$69,$116,4,Autodesk,San Francisco, CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,41
448,Data Scientist,$69,$116,3.3,Hackensack Meridian Health,Edison, NJ,"Edison, NJ",10000+ employees,,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),,2023
449,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$69,$116,3.9,Novartis,Cambridge, MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,27
450,Data Scientist,$69,$116,3.2,Net2Source Inc.,Alpharetta, GA,"Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,16
451,Data Scientist,$69,$116,3.2,The Trade Desk,Boulder, CO,"Ventura, CA",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,,14
452,Data Scientist- Industrial Discrete Sector Industry,$69,$116,3.7,IBM,Atlanta, GA,"Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",112
453,Data Scientist,$69,$116,4.4,Knowesis Inc.,Falls Church, VA,"Fairfax, VA",51 to 200 employees,2007,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Booz Allen Hamilton, Deloitte, ERPi",16
454,Data Scientist,$69,$116,3.1,MoTek Technologies,Mountain View, CA,"San Jose, CA",1 to 50 employees,2009,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,14
455,Data Scientist,$69,$116,3.3,The Davey Tree Expert Company,Kent, OH,"Kent, OH",10000+ employees,1880,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),"ACRT Services, Bartlett Tree Experts",143
456,Data Scientist,$69,$116,3.5,HPOne,Trumbull, CT,"Trumbull, CT",501 to 1000 employees,2006,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),,17
457,Data Scientist,$69,$116,,Stride Search,San Francisco, CA,"Westlake Village, CA",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,2023
458,Machine Learning Engineer,$69,$116,2.6,Software Engineering Institute,Pittsburgh, PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,39
459,Data Scientist,$69,$116,,Blue Cloak LLC,Sterling, VA,,,,,,,,,2023
460,Data Scientist,$69,$116,2.7,TBWA\Chiat\Day,New York, NY,"New York, NY",1001 to 5000 employees,1968,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),,55
461,Data Scientist,$69,$116,3.5,ThreeBridge Solutions,Alpharetta, GA,"Minneapolis, MN",501 to 1000 employees,2009,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,14
462,Data Scientist,$69,$116,3.2,"Numeric, LLC",Philadelphia, PA,"Chadds Ford, PA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,2023
463,Data Analyst - Unilever Prestige,$69,$116,3.8,Dermalogica,Carson, CA,"Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),"IMAGE Skincare, Aveda, Kiehl's",37
464,Data Scientist,$69,$116,4.2,Centraprise,Foster City, CA,"Edison, NJ",51 to 200 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),,2023
465,Data Scientist,$69,$116,4.8,TechProjects,New York, NY,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,12
466,Data Scientist,$69,$116,4.2,DW Simpson,Frederick, MD,"Chicago, IL",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,34
467,Data & Machine Learning Scientist,$31,$56,3.3,Tempus Labs,Chicago, IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,8
468,Data Scientist,$31,$56,4,Grid Dynamics,Santa Clara, CA,"San Ramon, CA",1001 to 5000 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),"Luxoft, EPAM, Capgemini Invent",17
469,"VP, Data Science",$31,$56,3.9,7Park Data,New York, NY,"New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,,11
470,Senior Business Intelligence Analyst,$31,$56,3.7,Protolabs,Maple Plain, MN,"Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),,24
471,Data Scientist,$31,$56,3.9,LinQuest,Colorado Springs, CO,"Los Angeles, CA",501 to 1000 employees,2004,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),,19
472,Data Engineer - Kafka,$31,$56,3.5,Western Digital,San Jose, CA,"San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",53
473,Data Scientist,$31,$56,4,Trexquant Investment,United States,,"Stamford, CT",1 to 50 employees,2012,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,,11
474,Data Scientist,$31,$56,3,Ameritas Life Insurance Corp,Cincinnati, OH,"Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),,136
475,Data Scientist,$31,$56,3.7,Fleetcor,Atlanta, GA,"Atlanta, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),,23
476,Data Scientist,$31,$56,4.5,Radiant Digital,Washington, DC,"New York, NY",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,2023
477,Data Scientist,$31,$56,2.8,Child Care Aware of America,Arlington, VA,"Arlington, VA",51 to 200 employees,1987,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),,36
478,Data Scientist,$31,$56,4.1,IntelliPro Group Inc.,Santa Clara, CA,"Santa Clara, CA",201 to 500 employees,,Company - Private,,,$10 to $25 million (USD),,2023
479,In-Line Inspection Data Analyst,$31,$56,2.9,Quest Integrity,Tulsa, OK,"Kent, WA",201 to 500 employees,1996,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),,27
480,Data Scientist,$31,$56,4.7,Praxis Engineering,Chantilly, VA,"Annapolis Junction, MD",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton",21
481,Data Scientist,$31,$56,3.4,USI,Southfield, MI,"Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),,25
482,Data Scientist,$31,$56,3.9,Apex Systems,San Francisco, CA,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",28
483,Data Scientist,$31,$56,2.9,"Pragmatics, Inc.",United States,,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,38
484,Decision Scientist,$31,$56,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel, MD,"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",81
485,Data Scientist,$31,$56,4.9,Cambridge Mobile Telematics,Cambridge, MA,"Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,13
486,Data Scientist - TS/SCI FSP or CI Required,$31,$56,5,Phoenix Operations Group,Annapolis Junction, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,12
487,"Data Scientist, Applied Machine Learning - Bay Area",$95,$119,3.3,Tempus Labs,Redwood City, CA,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,8
488,Data Scientist,$95,$119,3.5,The Knot Worldwide,Washington, DC,"Chevy Chase, MD",1001 to 5000 employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Zola Registry,4
489,Data Scientist,$95,$119,3.5,Crossover Health,San Clemente, CA,"Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),,13
490,Data Scientist,$95,$119,4,Lorven Technologies Inc,New York, NY,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,2023
491,Data Analyst,$95,$119,3.9,Nolij Consulting,Falls Church, VA,"Vienna, VA",51 to 200 employees,2012,Company - Public,Consulting,Business Services,$1 to $5 million (USD),,11
492,Data Scientist,$95,$119,3.4,Dice.com,Newton, MA,"Denver, CO",201 to 500 employees,1990,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Monster Worldwide, CareerBuilder, Craigslist",33
493,Data Scientist,$95,$119,3.5,Gap Inc.,San Francisco, CA,"San Francisco, CA",10000+ employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"H&M, Inditex, Fast Retailing",54
494,Data Scientist,$95,$119,4.7,"Tygart Technology, Inc",Washington, DC,"Fairmont, WV",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,2023
495,Data Scientist,$95,$119,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
496,Data Scientist,$95,$119,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
497,Data Scientist,$95,$119,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
498,Data Scientist,$95,$119,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
499,Data Scientist,$95,$119,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
500,Data Scientist,$95,$119,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
501,Data Scientist,$95,$119,4.6,Murray Resources,The Woodlands, TX,"Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,35
502,Data Scientist,$95,$119,4,New York Technology Partners,Seattle, WA,"Jersey City, NJ",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,24
503,Data Scientist,$95,$119,4,Two95 International Inc.,Chicago, IL,"Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),,2023
504,Data Scientist,$95,$119,,Sophinea,Chantilly, VA,,1 to 50 employees,,Unknown,,,Unknown / Non-Applicable,,2023
505,Data Scientist,$95,$119,4.7,CRS Group,Chicago, IL,"Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,29
506,Data Scientist,$95,$119,3.5,Blackstone Talent Group,San Francisco, CA,"San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,25
507,Data Scientist - TS/SCI Required,$95,$119,5,Phoenix Operations Group,Baltimore, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,12
508,Senior Principal Data Scientist (Python/R),$212,$331,4.1,Roche,Pleasanton, CA,"Basel, Switzerland",10000+ employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, AstraZeneca, Siemens Healthineers",127
509,"Real World Science, Data Scientist",$212,$331,4,AstraZeneca,Wilmington, DE,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",110
510,Data Scientist,$212,$331,3.6,Creative Circle,United States,,"Los Angeles, CA",201 to 500 employees,2002,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Aquent, 24 Seven Talent",21
511,Data Scientist(s)/Machine Learning Engineer,$212,$331,5,Blue Horizon Tek Solutions,New York, NY,"Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,36
512,Senior Data Scientist,$212,$331,3.5,Maxar Technologies,Herndon, VA,"Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,2023
513,Data Scientist,$212,$331,4.7,Sharpedge Solutions Inc,Seattle, WA,"Lombard, IL",Unknown,,Company - Private,Publishing,Media,Less than $1 million (USD),,2023
514,Data Scientist,$212,$331,3.5,Maxar Technologies,Herndon, VA,"Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,2023
515,Data Scientist,$212,$331,3.6,Alaka`ina Foundation Family of Companies,Fort Sam Houston, TX,"Honolulu, HI",501 to 1000 employees,,Government,,,Unknown / Non-Applicable,,2023
516,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$212,$331,3.9,Southwest Research Institute,Oklahoma City, OK,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",76
517,Data Scientist,$212,$331,2.7,Hexagon US Federal,Lexington Park, MD,"Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,,13
518,Data Science Software Engineer,$212,$331,4.8,Klaviyo,Boston, MA,"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,11
519,"Scientist / Group Lead, Cancer Biology",$212,$331,,Monte Rosa Therapeutics,Cambridge, MA,,,,,,,,,2023
520,Data Scientist,$212,$331,4,Comtech Global Inc,Washington, DC,"Columbus, OH",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),,2023
521,Data Scientist,$212,$331,3.8,"Aveshka, Inc.",Washington, DC,"Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),,13
522,"Manager, Field Application Scientist, Southeast",$212,$331,4.2,10x Genomics,Raleigh, NC,"Pleasanton, CA",501 to 1000 employees,2012,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,11
523,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,$212,$331,3.9,Southwest Research Institute,Dayton, OH,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",76
524,Data Scientist,$212,$331,,CompuForce,New York, NY,"New York, NY",Unknown,,Company - Private,,,Unknown / Non-Applicable,,2023
525,Data Scientist,$212,$331,4.5,Smith Hanley Associates,Washington, DC,"New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Kforce, PageGroup, Robert Half",43
526,Scientist - Machine Learning,$212,$331,3.5,Allen Institute,Seattle, WA,"Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),,20
527,Data Scientist,$212,$331,2.7,1-800-Flowers,New York, NY,"Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),,47
528,Data Scientist,$212,$331,3.5,Aptive,Washington, DC,"Alexandria, VA",51 to 200 employees,2012,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,11
529,Data Scientist - Image and Video Analytics,$66,$112,4.9,The Mom Project,Longmont, CO,"Chicago, IL",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,7
530,Data Scientist,$66,$112,3.6,Powertek,Washington, DC,"Rockville, MD",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,22
531,Data Scientist,$66,$112,5,JCD Staffing,Washington, DC,"Germantown, MD",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
532,Data Scientist,$66,$112,3.1,Bayside Solutions,Sunnyvale, CA,"Pleasanton, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),,22
533,Senior Data Engineer,$66,$112,3.9,Thumbtack,San Francisco, CA,"San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,14
534,Data Scientist,$66,$112,3.4,"MILVETS Systems Technology, Inc.",Patuxent, Anne Arundel,"Orlando, FL",51 to 200 employees,1986,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,37
535,Machine Learning Scientist / Engineer,$66,$112,4.1,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",47
536,Data Scientist,$66,$112,4.1,Kforce,Fairfax, VA,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),,57
537,Sr. Data Scientist,$66,$112,3.5,Evolve Vacation Rental,Denver, CO,"Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,,12
538,"Intelligence Data Analyst, Senior",$66,$112,4.3,The Buffalo Group,Fort Belvoir, VA,"Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",13
539,Data Science Analyst,$66,$112,4.4,OppLoans,Chicago, IL,"Chicago, IL",201 to 500 employees,2012,Company - Private,Lending,Finance,$100 to $500 million (USD),,11
540,Data Scientist,$66,$112,3.8,AgreeYa Solutions,Thousand Oaks, CA,"Folsom, CA",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,24
